Modelo,Accuracy,AUC_macro,AUC_weighted,F1_macro,MCC,Acc_train,Gap
LDA_original,0.6368286445012787,0.8830086396438472,0.8432503671268833,0.6453736343519678,0.5271520230600942,0.7774936061381074,0.14066496163682862
KNN_original,0.7493606138107417,0.9300775529543033,0.9186784849011462,0.7427155396839188,0.6695868772849292,1.0,0.2506393861892583
LDA_ajustado,0.7340153452685422,0.9139943531813961,0.8891087795545023,0.7463368977202827,0.6550231027473336,0.8312020460358056,0.09718670076726343
